Date_Time,Temp_C,Humidity_%,Wind_Speed_kmh,Pressure_hPa,US_AQI,PM2.5_ugm3,PM10_ugm3,NO2_ugm3,CO_ugm3,SO2_ugm3,O3_ugm3
2025-12-27T14:00,25.5,26,3.6,1014.5,125,37.8,41.2,9.5,579.0,39.7,171.0
2025-12-27T15:00,25.5,27,6.0,1013.9,125,38.3,41.7,7.9,617.0,41.1,179.0
2025-12-27T16:00,25.1,30,8.2,1013.4,125,39.1,42.4,8.6,759.0,43.0,182.0
2025-12-27T17:00,23.9,39,10.5,1013.4,126,28.1,29.5,16.4,908.0,39.9,165.0
2025-12-27T18:00,22.6,44,9.9,1013.7,128,51.7,53.1,52.4,1051.0,41.4,122.0
2025-12-27T19:00,21.9,43,7.3,1014.5,134,62.4,63.6,101.6,1200.0,43.4,63.0
2025-12-27T20:00,21.2,46,7.3,1015.0,127,64.3,65.7,135.0,1302.0,44.4,20.0
2025-12-27T21:00,20.7,50,7.0,1015.4,129,66.1,67.8,138.5,1347.0,43.9,7.0
2025-12-27T22:00,20.2,52,7.0,1015.5,131,67.1,68.5,126.3,1343.0,42.4,10.0
2025-12-27T23:00,19.3,53,7.1,1015.6,133,64.5,65.2,112.1,1261.0,39.3,13.0
2025-12-28T00:00,18.8,48,8.6,1015.4,135,54.6,55.1,99.8,1042.0,33.5,12.0
2025-12-28T01:00,18.4,44,7.2,1015.2,135,45.2,45.4,85.6,744.0,26.2,13.0
2025-12-28T02:00,17.7,46,7.8,1015.1,134,37.8,38.1,71.9,514.0,20.5,15.0
2025-12-28T03:00,17.0,49,7.6,1015.3,132,32.6,32.8,58.2,385.0,17.7,21.0
2025-12-28T04:00,16.4,51,7.0,1015.4,131,29.2,29.3,45.1,323.0,16.6,29.0
2025-12-28T05:00,16.0,52,6.7,1015.2,129,27.9,28.1,49.5,377.0,15.8,19.0
2025-12-28T06:00,15.8,52,7.9,1015.4,127,27.2,27.4,49.4,624.0,16.6,16.0
2025-12-28T07:00,15.6,51,8.3,1016.0,125,31.1,31.3,49.0,987.0,17.9,14.0
2025-12-28T08:00,15.7,51,7.9,1016.7,123,39.0,39.2,46.3,1274.0,20.3,21.0
2025-12-28T09:00,17.0,47,7.5,1017.4,122,41.7,42.0,39.4,1435.0,24.6,46.0
2025-12-28T10:00,20.0,39,4.3,1017.9,121,42.0,42.5,30.3,1521.0,30.0,81.0
2025-12-28T11:00,22.9,31,4.5,1018.0,120,33.9,35.0,22.5,1496.0,34.3,110.0
2025-12-28T12:00,24.5,27,3.6,1017.0,119,28.5,29.7,16.9,1277.0,36.2,128.0
2025-12-28T13:00,25.2,26,3.8,1015.8,118,26.5,27.7,12.7,948.0,37.1,139.0
2025-12-28T14:00,25.5,26,4.9,1014.4,117,27.6,29.0,10.7,721.0,38.6,148.0
2025-12-28T15:00,25.6,26,5.5,1014.1,116,29.9,31.3,10.0,696.0,42.2,157.0
2025-12-28T16:00,25.4,27,6.3,1013.5,115,32.4,33.6,11.6,775.0,46.5,162.0
2025-12-28T17:00,24.4,34,8.6,1013.4,115,31.5,32.4,17.8,871.0,49.0,159.0
2025-12-28T18:00,22.9,42,8.1,1013.7,115,50.1,50.6,39.1,967.0,48.9,129.0
2025-12-28T19:00,22.0,45,6.6,1014.2,115,58.6,59.0,68.3,1081.0,48.6,88.0
2025-12-28T20:00,21.1,48,6.4,1014.8,114,61.2,61.7,88.6,1186.0,48.0,56.0
2025-12-28T21:00,20.4,52,7.0,1015.1,114,64.0,64.5,91.7,1307.0,47.1,44.0
2025-12-28T22:00,20.0,53,6.8,1015.3,114,67.3,68.0,86.0,1420.0,45.9,43.0
2025-12-28T23:00,19.2,54,6.9,1015.6,114,68.2,68.9,78.9,1424.0,43.3,41.0
2025-12-29T00:00,19.1,49,7.4,1015.1,114,66.4,67.1,72.7,1232.0,38.4,35.0
2025-12-29T01:00,18.7,46,7.7,1015.0,115,61.5,62.2,65.3,933.0,32.2,30.0
2025-12-29T02:00,18.1,45,7.3,1014.7,117,55.8,56.3,57.9,690.0,26.8,26.0
2025-12-29T03:00,17.4,47,7.6,1014.3,119,51.0,51.6,49.7,528.0,22.7,25.0
2025-12-29T04:00,16.6,51,6.9,1014.2,121,47.3,47.7,41.6,422.0,19.4,27.0
2025-12-29T05:00,16.0,55,6.2,1014.2,123,42.1,42.7,33.5,471.0,18.2,28.0
2025-12-29T06:00,15.5,58,6.6,1014.4,124,41.2,41.7,38.5,804.0,18.5,21.0
2025-12-29T07:00,15.1,60,7.2,1015.1,126,44.2,44.8,45.1,1291.0,19.1,13.0
2025-12-29T08:00,15.1,60,7.4,1015.8,127,51.5,52.0,48.0,1636.0,20.4,17.0
2025-12-29T09:00,16.9,54,6.0,1016.9,128,50.5,51.1,44.0,1719.0,22.6,41.0
2025-12-29T10:00,19.6,44,4.2,1017.5,129,47.1,47.8,36.3,1661.0,25.7,77.0
2025-12-29T11:00,22.2,38,4.1,1017.3,130,39.9,41.0,28.7,1524.0,29.8,110.0
2025-12-29T12:00,24.1,33,4.1,1016.5,130,38.3,39.5,21.7,1273.0,36.1,136.0
2025-12-29T13:00,25.1,32,4.3,1015.3,131,38.6,39.9,14.9,944.0,43.6,158.0
2025-12-29T14:00,25.5,32,6.5,1014.1,133,41.0,42.6,10.8,711.0,48.9,173.0
2025-12-29T15:00,25.3,33,7.6,1013.7,134,43.4,45.2,10.2,643.0,50.9,180.0
2025-12-29T16:00,25.0,34,7.9,1013.2,136,44.8,46.7,12.4,672.0,50.8,179.0
2025-12-29T17:00,24.0,36,7.6,1013.1,137,38.4,39.7,15.4,763.0,54.4,177.0
2025-12-29T18:00,22.8,43,7.7,1013.4,138,48.5,49.5,26.7,963.0,50.5,150.0
2025-12-29T19:00,22.0,51,8.1,1014.5,137,49.7,50.5,42.2,1227.0,44.9,112.0
2025-12-29T20:00,21.1,59,8.5,1014.8,136,46.8,47.7,51.9,1382.0,39.3,83.0
2025-12-29T21:00,20.6,62,7.6,1015.1,135,44.6,45.6,50.8,1318.0,34.1,71.0
2025-12-29T22:00,20.2,63,7.8,1015.2,133,43.4,44.7,44.1,1147.0,28.9,68.0
2025-12-29T23:00,19.4,65,6.7,1015.3,130,43.4,44.8,37.5,1027.0,24.5,66.0
2025-12-30T00:00,18.7,67,6.1,1014.8,128,43.5,44.9,32.9,1054.0,21.1,63.0
2025-12-30T01:00,18.0,70,6.7,1014.3,125,43.0,44.4,28.5,1133.0,18.4,62.0
2025-12-30T02:00,17.8,70,5.1,1014.0,124,42.1,43.5,24.6,1143.0,16.5,61.0
2025-12-30T03:00,17.5,71,4.8,1013.4,122,41.4,43.0,19.8,964.0,15.4,63.0
2025-12-30T04:00,17.0,73,5.2,1013.2,121,40.7,42.3,15.5,716.0,15.1,66.0
2025-12-30T05:00,16.8,70,4.4,1012.8,120,44.4,45.9,19.4,632.0,14.6,52.0
2025-12-30T06:00,16.4,70,5.3,1013.2,121,46.4,47.8,30.0,898.0,15.6,37.0
2025-12-30T07:00,16.1,69,6.0,1013.6,121,53.8,55.3,44.2,1328.0,17.3,17.0
2025-12-30T08:00,16.4,66,4.9,1014.3,122,69.2,70.5,51.2,1597.0,20.4,13.0
2025-12-30T09:00,18.1,58,4.4,1015.0,124,72.2,73.6,44.4,1546.0,27.0,41.0
2025-12-30T10:00,21.3,48,3.3,1015.6,126,59.6,62.9,30.5,1333.0,35.2,85.0
2025-12-30T11:00,23.0,51,2.5,1015.3,128,52.9,57.4,18.9,1111.0,39.4,119.0
2025-12-30T12:00,24.0,52,6.7,1014.0,129,50.6,54.9,12.9,898.0,36.3,134.0
2025-12-30T13:00,24.4,53,8.5,1012.7,130,47.8,51.9,9.2,675.0,29.3,140.0
2025-12-30T14:00,24.2,56,10.7,1011.7,131,46.1,50.4,7.2,537.0,23.6,141.0
2025-12-30T15:00,23.9,60,10.1,1011.3,132,45.9,50.3,6.3,507.0,21.3,139.0
2025-12-30T16:00,23.4,66,11.9,1010.9,132,46.1,49.9,7.2,561.0,20.2,133.0
2025-12-30T17:00,22.6,72,10.3,1010.3,132,38.6,41.8,11.0,721.0,16.0,112.0
2025-12-30T18:00,22.5,75,7.9,1010.5,132,38.8,40.9,22.6,1089.0,16.0,93.0
2025-12-30T19:00,22.1,79,7.2,1011.0,131,39.8,41.8,38.5,1563.0,15.9,68.0
2025-12-30T20:00,22.0,80,9.1,1011.5,130,41.3,43.3,49.6,1863.0,15.6,49.0
2025-12-30T21:00,21.7,84,11.8,1011.4,130,40.7,42.7,52.2,1868.0,15.1,42.0
2025-12-30T22:00,21.4,86,12.1,1011.4,129,37.3,39.3,50.0,1699.0,14.3,42.0
2025-12-30T23:00,21.4,86,9.2,1011.1,128,32.8,35.0,44.9,1441.0,13.1,46.0
2025-12-31T00:00,21.6,83,8.9,1010.8,127,26.5,28.8,35.6,1040.0,10.9,55.0
2025-12-31T01:00,19.2,83,19.7,1011.5,126,21.5,25.0,23.5,550.0,8.2,67.0
2025-12-31T02:00,19.1,88,6.8,1010.7,123,15.5,21.0,14.7,220.0,6.6,75.0
2025-12-31T03:00,18.5,91,0.7,1009.9,121,13.3,19.9,11.1,185.0,6.8,75.0
2025-12-31T04:00,18.5,90,0.7,1009.6,118,13.6,20.8,10.8,310.0,8.1,71.0
2025-12-31T05:00,20.4,85,9.1,1008.9,115,14.4,24.4,11.9,444.0,8.1,66.0
2025-12-31T06:00,20.3,83,9.1,1008.9,112,17.1,27.2,25.8,569.0,11.0,48.0
2025-12-31T07:00,20.2,82,9.0,1009.4,109,24.2,34.2,44.4,702.0,14.9,25.0
2025-12-31T08:00,20.5,80,12.4,1009.9,106,35.7,45.6,53.7,744.0,18.2,15.0
2025-12-31T09:00,22.4,61,13.0,1010.7,102,33.8,44.7,44.8,613.0,20.2,33.0
2025-12-31T10:00,23.0,49,17.2,1011.5,98,23.1,43.5,26.6,392.0,21.5,64.0
2025-12-31T11:00,24.1,46,12.8,1010.9,95,20.0,43.8,12.2,229.0,21.8,90.0
2025-12-31T12:00,24.1,47,13.6,1010.1,92,18.0,39.9,6.8,191.0,20.5,103.0
2025-12-31T13:00,24.1,46,12.3,1009.0,89,16.2,34.9,5.1,212.0,18.2,110.0
2025-12-31T14:00,24.1,44,11.1,1008.2,87,14.3,29.9,4.8,241.0,16.3,113.0
2025-12-31T15:00,23.8,42,12.2,1007.8,84,12.7,26.5,4.4,233.0,15.6,111.0
2025-12-31T16:00,23.1,39,13.2,1007.9,81,11.9,25.2,5.3,234.0,15.3,105.0
2025-12-31T17:00,22.3,48,12.4,1008.2,78,13.1,26.5,10.2,333.0,18.4,98.0
2025-12-31T18:00,21.2,54,9.8,1008.7,75,16.8,27.1,21.5,616.0,17.7,80.0
2025-12-31T19:00,20.6,58,5.9,1009.4,74,20.7,30.0,37.2,997.0,16.8,56.0
2025-12-31T20:00,20.0,60,4.7,1010.0,72,22.6,31.8,49.7,1304.0,16.4,36.0
2025-12-31T21:00,19.5,60,6.0,1010.5,70,24.1,32.9,56.2,1491.0,16.9,26.0
2025-12-31T22:00,19.0,61,6.0,1011.2,69,26.1,35.4,59.5,1605.0,17.9,22.0
2025-12-31T23:00,18.5,66,4.1,1011.4,68,29.7,40.3,60.3,1615.0,18.4,20.0
2026-01-01T00:00,18.7,64,5.0,1011.3,67,31.4,42.6,58.1,1477.0,18.0,21.0
2026-01-01T01:00,18.3,66,2.8,1011.1,68,30.3,41.1,53.3,1236.0,17.2,24.0
2026-01-01T02:00,17.6,69,6.6,1011.3,69,29.2,39.9,48.1,987.0,16.1,26.0
2026-01-01T03:00,17.1,71,7.0,1011.3,70,27.9,37.7,42.0,702.0,14.5,26.0
2026-01-01T04:00,16.8,73,7.3,1011.2,71,24.4,31.4,35.4,411.0,12.7,25.0
2026-01-01T05:00,16.2,77,8.7,1011.7,72,21.2,22.9,35.1,299.0,13.1,23.0
2026-01-01T06:00,16.1,78,8.4,1012.3,73,22.2,25.1,35.9,533.0,13.8,24.0
2026-01-01T07:00,15.9,80,8.0,1013.0,73,34.7,40.5,36.7,946.0,14.9,27.0
2026-01-01T08:00,16.0,79,8.0,1014.2,74,53.4,61.9,35.2,1221.0,16.4,37.0
2026-01-01T09:00,17.5,69,6.9,1015.0,76,67.5,77.3,29.4,1211.0,18.9,59.0
2026-01-01T10:00,19.5,59,6.7,1015.8,79,77.1,90.8,21.3,1064.0,21.8,88.0
2026-01-01T11:00,21.3,53,6.7,1016.0,83,74.0,90.6,14.6,905.0,23.7,112.0
2026-01-01T12:00,22.7,46,5.6,1015.5,88,57.0,75.0,10.3,752.0,23.5,125.0
2026-01-01T13:00,23.6,42,3.7,1014.3,92,46.1,63.3,7.4,588.0,22.3,132.0
2026-01-01T14:00,24.4,39,3.6,1013.4,94,41.1,59.8,6.3,484.0,21.9,137.0
2026-01-01T15:00,24.7,37,3.3,1012.8,97,40.4,60.8,3.9,463.0,22.8,143.0
2026-01-01T16:00,24.5,38,4.6,1012.5,99,41.0,61.9,3.3,504.0,24.4,147.0
2026-01-01T17:00,23.8,40,5.7,1012.8,102,43.2,65.4,13.5,610.0,23.8,126.0
2026-01-01T18:00,21.9,57,10.4,1013.7,105,53.1,74.0,41.7,814.0,29.8,93.0
2026-01-01T19:00,20.9,62,9.1,1014.8,109,72.9,93.4,80.1,1085.0,37.9,49.0
2026-01-01T20:00,20.5,63,6.4,1015.5,114,87.1,106.6,105.1,1332.0,42.9,16.0
2026-01-01T21:00,20.1,62,7.3,1016.0,121,90.1,108.3,104.0,1574.0,42.3,7.0
2026-01-01T22:00,19.9,58,7.3,1016.3,128,82.4,98.3,89.4,1792.0,38.7,11.0
2026-01-01T23:00,19.2,55,8.2,1016.5,134,73.3,85.0,75.9,1843.0,33.9,15.0
2026-01-02T00:00,18.5,57,8.5,1016.2,138,63.8,74.3,69.4,1601.0,27.8,15.0
2026-01-02T01:00,17.9,61,7.7,1016.3,142,56.5,67.5,63.8,1193.0,20.6,15.0
2026-01-02T02:00,17.5,64,7.6,1016.1,145,51.8,64.5,55.7,853.0,15.2,19.0
2026-01-02T03:00,17.0,66,8.4,1016.0,147,49.2,63.3,40.7,646.0,13.0,31.0
2026-01-02T04:00,16.5,68,9.3,1016.1,149,47.7,63.1,23.1,508.0,12.7,46.0
2026-01-02T05:00,15.9,71,8.5,1016.2,150,49.5,64.3,23.1,484.0,13.0,40.0
2026-01-02T06:00,15.8,70,8.8,1016.9,151,48.9,65.2,28.3,663.0,14.2,35.0
2026-01-02T07:00,15.5,68,9.0,1017.7,152,51.8,68.9,35.1,955.0,15.9,28.0
2026-01-02T08:00,15.6,65,9.3,1018.5,152,56.8,74.7,37.8,1137.0,17.6,30.0
2026-01-02T09:00,17.1,58,7.5,1019.5,152,59.0,73.8,32.6,1100.0,19.4,47.0
2026-01-02T10:00,19.4,48,6.7,1020.1,152,52.4,75.2,23.4,953.0,21.2,71.0
2026-01-02T11:00,21.5,41,6.8,1020.2,151,42.0,73.6,15.6,802.0,22.7,94.0
2026-01-02T12:00,22.9,38,5.1,1019.6,151,42.0,77.3,11.0,657.0,23.5,113.0
2026-01-02T13:00,23.8,35,3.5,1018.5,150,44.0,76.1,7.9,507.0,24.0,129.0
2026-01-02T14:00,24.4,33,2.5,1017.4,150,44.2,75.2,6.6,427.0,24.6,140.0
2026-01-02T15:00,24.5,32,2.1,1016.8,150,44.2,74.5,4.7,447.0,25.1,146.0
2026-01-02T16:00,24.4,32,2.9,1016.5,150,44.2,73.8,4.7,537.0,25.9,147.0
2026-01-02T17:00,23.8,36,6.7,1016.3,150,43.2,69.6,14.7,674.0,29.1,139.0
2026-01-02T18:00,22.2,50,11.6,1016.6,150,48.0,73.1,47.7,850.0,35.5,104.0
2026-01-02T19:00,21.2,54,10.8,1017.3,150,68.7,93.6,92.8,1074.0,44.2,55.0
2026-01-02T20:00,20.7,57,6.5,1017.8,150,86.4,111.1,123.2,1351.0,50.4,19.0
2026-01-02T21:00,20.1,60,4.0,1018.0,150,95.9,119.7,125.5,1797.0,52.6,9.0
2026-01-02T22:00,19.5,61,5.7,1018.1,150,90.6,112.0,113.1,2297.0,52.4,12.0
2026-01-02T23:00,19.0,56,5.9,1018.3,150,79.9,96.6,100.0,2507.0,49.2,15.0
2026-01-03T00:00,18.5,52,6.6,1018.0,151,68.7,80.6,90.1,2180.0,41.4,14.0
2026-01-03T01:00,17.6,52,6.5,1017.9,151,58.9,69.4,79.4,1563.0,30.6,14.0
2026-01-03T02:00,16.8,54,6.5,1017.6,151,51.5,61.5,70.1,1058.0,22.0,14.0
2026-01-03T03:00,16.2,56,6.5,1017.5,151,45.6,55.8,62.9,779.0,17.4,15.0
2026-01-03T04:00,15.8,59,5.9,1017.3,151,41.7,52.3,57.1,611.0,14.9,16.0
2026-01-03T05:00,15.2,62,4.9,1017.3,151,38.9,48.8,49.6,612.0,13.9,17.0
2026-01-03T06:00,14.9,64,5.3,1017.4,150,38.0,48.0,50.1,910.0,14.2,12.0
2026-01-03T07:00,14.6,65,5.9,1017.9,150,43.1,53.0,50.5,1378.0,15.1,7.0
2026-01-03T08:00,14.6,65,6.9,1018.5,150,55.1,64.5,48.2,1687.0,18.8,12.0
2026-01-03T09:00,16.1,61,5.8,1019.2,149,51.1,61.2,41.3,1689.0,28.2,36.0
2026-01-03T10:00,18.6,53,4.9,1019.7,149,40.2,52.4,31.7,1534.0,40.3,71.0
2026-01-03T11:00,20.6,47,5.3,1019.8,147,36.9,53.2,23.3,1341.0,48.6,104.0
2026-01-03T12:00,21.8,48,3.2,1018.9,147,43.3,63.6,17.0,1117.0,49.8,132.0
2026-01-03T13:00,22.6,47,4.0,1017.7,147,46.1,67.3,11.9,857.0,47.1,157.0
2026-01-03T14:00,23.0,46,6.6,1016.7,147,47.5,68.2,8.9,662.0,44.2,173.0
2026-01-03T15:00,23.0,48,8.0,1016.0,147,48.1,67.5,7.5,546.0,42.3,180.0
2026-01-03T16:00,22.9,50,7.8,1015.7,148,48.0,66.4,8.2,496.0,40.2,177.0
2026-01-03T17:00,22.4,52,8.2,1015.5,148,57.5,81.3,13.9,575.0,35.9,161.0
2026-01-03T18:00,21.6,55,7.7,1015.9,150,64.0,81.0,33.6,876.0,33.7,126.0
2026-01-03T19:00,20.8,61,6.7,1016.6,150,70.3,84.3,60.7,1307.0,30.6,78.0
2026-01-03T20:00,20.0,67,5.0,1017.1,150,71.7,85.2,80.6,1649.0,28.1,40.0
2026-01-03T21:00,19.2,71,4.3,1017.6,150,71.9,86.1,87.0,1829.0,27.1,23.0
2026-01-03T22:00,18.5,74,3.6,1018.0,148,71.2,86.8,86.2,1921.0,26.7,17.0
2026-01-03T23:00,17.6,79,2.1,1017.9,146,71.7,89.6,82.6,1930.0,25.8,15.0
2026-01-04T00:00,17.9,78,3.5,1017.5,145,72.4,92.2,77.2,1849.0,23.7,15.0
2026-01-04T01:00,17.5,80,4.0,1017.2,145,71.0,92.4,69.1,1685.0,21.0,18.0
2026-01-04T02:00,16.9,84,4.6,1017.1,146,67.5,90.1,60.0,1467.0,18.5,22.0
2026-01-04T03:00,16.1,88,5.4,1017.1,148,62.9,84.1,48.6,1115.0,16.1,26.0
2026-01-04T04:00,15.7,89,5.7,1016.9,150,58.3,77.5,36.4,709.0,13.8,31.0
2026-01-04T05:00,14.9,88,5.9,1017.3,150,58.9,77.8,34.1,519.0,13.7,28.0
2026-01-04T06:00,14.6,88,6.4,1017.4,151,59.4,77.5,37.3,756.0,13.6,19.0
2026-01-04T07:00,14.5,88,7.0,1018.1,151,65.4,83.4,41.6,1209.0,13.8,8.0
2026-01-04T08:00,14.8,84,7.0,1018.7,152,77.3,95.5,42.9,1514.0,16.0,9.0
2026-01-04T09:00,16.4,74,6.0,1019.5,152,74.3,94.5,39.0,1506.0,21.4,32.0
2026-01-04T10:00,18.9,59,5.3,1020.1,153,57.5,101.3,32.2,1351.0,28.9,66.0
2026-01-04T11:00,21.0,55,6.4,1020.1,153,54.7,123.4,25.8,1184.0,36.1,97.0
2026-01-04T12:00,22.3,54,4.7,1019.3,153,53.4,129.5,20.2,1028.0,43.1,120.0
2026-01-04T13:00,23.2,49,4.9,1018.1,154,52.9,121.5,15.1,860.0,49.8,139.0
2026-01-04T14:00,23.7,48,6.3,1017.0,154,51.0,112.2,12.1,746.0,54.4,153.0
2026-01-04T15:00,23.5,50,7.6,1016.5,154,52.4,108.5,11.2,720.0,56.3,162.0
2026-01-04T16:00,23.0,55,8.9,1016.3,154,53.8,106.9,12.6,747.0,56.1,165.0
2026-01-04T17:00,22.0,52,7.8,1016.5,154,48.4,96.6,16.1,791.0,47.9,145.0
2026-01-04T18:00,21.0,60,7.3,1017.0,154,54.9,92.7,31.2,823.0,42.9,115.0
2026-01-04T19:00,20.2,70,7.6,1017.8,154,57.5,91.5,52.1,872.0,35.9,73.0
2026-01-04T20:00,19.8,76,6.8,1018.4,153,57.7,93.1,67.8,990.0,30.2,40.0
2026-01-04T21:00,19.4,80,5.6,1018.6,153,58.0,93.4,73.8,1283.0,27.4,25.0
2026-01-04T22:00,18.9,82,4.6,1018.6,153,59.6,96.2,74.6,1645.0,25.8,19.0
2026-01-04T23:00,18.0,87,2.7,1018.8,153,61.2,99.7,72.4,1813.0,24.2,16.0
2026-01-05T00:00,17.9,88,4.5,1018.4,152,61.0,100.6,67.1,1616.0,21.7,16.0
2026-01-05T01:00,17.4,91,5.3,1018.1,152,57.6,93.1,58.8,1223.0,19.1,19.0
2026-01-05T02:00,16.9,93,5.7,1017.9,152,52.2,84.1,50.5,883.0,17.1,22.0
2026-01-05T03:00,16.5,93,6.6,1017.7,151,49.6,84.8,41.9,641.0,15.8,25.0
2026-01-05T04:00,16.2,93,7.2,1017.8,151,48.8,84.1,33.2,450.0,15.0,29.0
2026-01-05T05:00,15.8,92,7.1,1018.2,151,49.8,85.2,33.7,420.0,14.6,22.0
2026-01-05T06:00,15.8,88,6.9,1018.8,151,48.7,82.2,36.6,688.0,15.4,16.0
2026-01-05T07:00,15.6,86,7.1,1019.3,151,51.5,82.9,40.4,1116.0,16.8,8.0
2026-01-05T08:00,15.4,85,6.8,1020.1,150,59.1,89.9,41.4,1403.0,19.5,13.0
2026-01-05T09:00,17.0,75,5.1,1020.7,149,59.6,85.7,37.4,1404.0,24.8,39.0
2026-01-05T10:00,19.3,60,5.0,1021.2,148,53.3,86.1,30.7,1262.0,31.5,76.0
2026-01-05T11:00,21.4,49,4.9,1021.5,147,43.8,81.5,24.2,1110.0,36.8,111.0
2026-01-05T12:00,22.6,45,3.6,1020.5,146,41.7,72.4,18.3,968.0,39.7,139.0
2026-01-05T13:00,23.6,40,2.4,1019.5,145,42.6,67.8,12.6,815.0,41.3,164.0
2026-01-05T14:00,24.3,37,2.9,1018.4,144,42.0,64.3,9.2,715.0,42.0,181.0
2026-01-05T15:00,24.4,37,4.2,1017.7,143,41.6,61.9,6.2,682.0,41.9,192.0
2026-01-05T16:00,23.9,43,6.8,1017.3,142,41.6,61.0,5.5,703.0,40.9,195.0
2026-01-05T17:00,22.9,52,7.9,1017.1,141,53.4,86.1,14.3,798.0,34.3,173.0
2026-01-05T18:00,21.7,57,8.9,1017.4,141,65.4,96.4,48.7,1043.0,37.8,129.0
2026-01-05T19:00,21.0,61,7.1,1018.2,142,86.1,118.7,95.6,1363.0,42.4,69.0
2026-01-05T20:00,20.6,65,4.9,1018.7,145,90.8,123.4,125.9,1551.0,44.2,25.0
2026-01-05T21:00,20.5,66,5.2,1018.9,149,90.8,121.1,125.7,1500.0,41.0,13.0
2026-01-05T22:00,19.9,59,8.2,1019.0,150,83.4,103.8,108.9,1317.0,35.0,17.0
2026-01-05T23:00,19.2,57,9.4,1019.1,151,67.5,78.5,88.9,1120.0,28.8,26.0
2026-01-06T00:00,18.6,60,9.4,1018.9,151,54.5,61.7,67.1,926.0,22.5,39.0
2026-01-06T01:00,18.2,62,9.3,1018.7,151,46.7,53.8,42.0,718.0,16.0,56.0
2026-01-06T02:00,18.0,62,9.3,1018.5,151,42.5,50.5,22.6,562.0,11.3,71.0
2026-01-06T03:00,17.5,64,9.2,1018.3,150,39.8,48.8,12.5,460.0,9.6,80.0
2026-01-06T04:00,17.1,66,9.1,1018.3,150,38.1,47.7,8.1,410.0,9.7,86.0
2026-01-06T05:00,16.4,70,8.8,1018.3,150,37.1,46.4,8.4,471.0,10.1,84.0
2026-01-06T06:00,16.1,71,8.3,1018.9,149,37.3,46.9,14.4,753.0,11.2,77.0
2026-01-06T07:00,15.8,72,7.4,1019.8,148,39.8,49.4,22.5,1146.0,12.7,69.0
2026-01-06T08:00,15.9,71,8.2,1020.5,147,43.3,52.2,26.8,1376.0,14.1,68.0
2026-01-06T09:00,17.2,63,7.0,1021.3,145,44.4,51.6,23.8,1293.0,15.4,81.0
2026-01-06T10:00,19.0,54,8.6,1021.8,143,41.4,50.1,17.0,1047.0,16.7,101.0
2026-01-06T11:00,21.2,47,8.7,1021.4,142,35.5,43.8,11.3,819.0,17.1,117.0
2026-01-06T12:00,23.1,36,11.4,1020.5,141,28.2,37.0,8.1,656.0,16.0,125.0
2026-01-06T13:00,24.2,29,11.8,1019.5,140,22.6,30.4,6.0,511.0,14.0,129.0
2026-01-06T14:00,24.8,27,11.2,1018.4,138,20.3,27.4,5.1,424.0,12.7,131.0
2026-01-06T15:00,24.8,26,10.2,1017.8,135,20.1,27.2,5.4,417.0,12.7,132.0
2026-01-06T16:00,24.6,26,10.2,1017.8,133,20.8,28.2,6.9,467.0,13.2,131.0
2026-01-06T17:00,24.0,27,10.1,1018.0,131,30.9,41.7,11.2,545.0,15.3,126.0
2026-01-06T18:00,22.9,30,10.9,1018.6,129,39.7,47.0,19.5,674.0,15.3,110.0
2026-01-06T19:00,22.0,34,12.7,1019.4,126,44.6,50.6,30.8,831.0,15.2,88.0
2026-01-06T20:00,21.0,37,12.8,1020.0,122,44.7,50.8,37.3,923.0,15.1,72.0
2026-01-06T21:00,20.0,41,12.5,1020.5,117,45.3,52.2,34.7,898.0,14.9,69.0
2026-01-06T22:00,19.2,46,12.0,1020.7,112,47.1,54.9,27.4,807.0,14.7,73.0
2026-01-06T23:00,18.5,50,11.6,1020.7,108,49.4,58.1,20.7,718.0,14.5,77.0
2026-01-07T00:00,17.8,54,10.3,1020.4,106,50.9,60.1,16.4,647.0,14.1,80.0
2026-01-07T01:00,17.2,57,9.9,1020.2,106,51.5,61.0,12.8,577.0,13.7,84.0
2026-01-07T02:00,16.8,59,10.3,1020.3,107,52.0,61.5,10.0,521.0,13.6,87.0
2026-01-07T03:00,16.4,60,11.3,1019.8,108,52.5,61.2,7.4,468.0,13.8,91.0
2026-01-07T04:00,16.0,62,11.7,1019.8,109,52.7,60.1,5.7,430.0,14.3,95.0
2026-01-07T05:00,15.6,62,10.8,1019.8,110,52.9,58.8,6.6,456.0,14.7,92.0
2026-01-07T06:00,15.4,62,10.6,1020.4,112,52.2,56.8,12.4,615.0,15.4,85.0
2026-01-07T07:00,15.2,62,11.2,1020.7,114,52.9,56.6,20.2,839.0,16.4,77.0
2026-01-07T08:00,15.4,61,11.5,1021.2,115,54.6,57.7,24.5,968.0,17.4,76.0
2026-01-07T09:00,16.9,56,9.8,1021.7,116,54.8,57.3,21.9,915.0,18.8,90.0
2026-01-07T10:00,18.9,49,10.2,1022.3,117,52.2,55.4,15.8,768.0,20.2,111.0
2026-01-07T11:00,20.8,42,11.3,1022.1,118,44.6,49.0,10.5,635.0,20.4,128.0
2026-01-07T12:00,22.4,32,12.4,1021.3,119,32.0,36.7,7.5,546.0,18.2,134.0
2026-01-07T13:00,23.3,27,12.2,1020.1,120,24.6,29.4,5.4,472.0,14.7,135.0
2026-01-07T14:00,23.8,25,11.6,1018.9,120,22.5,27.5,4.5,432.0,12.1,135.0
