Date_Time,AQI,CO,NO,NO2,O3,SO2,PM2_5,PM10,NH3
2025-11-29 21:00,4,289.39,0,1.43,148.24,11.84,63.76,105.96,2.45
2025-11-29 22:00,4,290.52,0,1.34,144.71,11.6,63.3,106.03,2.44
2025-11-29 23:00,4,294.6,0,1.29,141.94,11.45,63.74,107.97,2.46
2025-11-30 00:00,4,301.03,0,1.26,140.08,11.45,65.25,112.02,2.53
2025-11-30 01:00,4,310.98,0,1.25,138.56,11.59,67.96,118.58,2.66
2025-11-30 02:00,4,321.05,0,1.22,136.88,11.62,70.94,125.76,2.77
2025-11-30 03:00,4,328.91,0,1.23,135.17,11.68,73.53,131.99,2.85
2025-11-30 04:00,5,336.79,0,1.32,133.51,11.98,75.99,137.71,2.92
2025-11-30 05:00,5,341.96,0,1.38,132.21,12.29,77.71,141.51,2.95
2025-11-30 06:00,5,342.79,0,1.43,131.28,12.52,78.41,142.81,2.95
2025-11-30 07:00,5,340.46,0,1.44,131.03,12.67,78.18,142.1,2.92
2025-11-30 08:00,5,334.67,0,1.76,131.19,12.72,77.12,139.51,2.87
2025-11-30 09:00,5,326.31,0.04,2.18,131.89,12.6,75.65,136.16,2.81
2025-11-30 10:00,4,320.63,0.12,2.35,134.25,12.46,74.73,133.68,2.74
2025-11-30 11:00,4,315.77,0.17,2.3,138.75,12.43,74.49,132.28,2.65
2025-11-30 12:00,4,311.23,0.17,2.03,144.54,12.49,74.51,130.98,2.51
2025-11-30 13:00,5,308.33,0.14,1.73,150.78,12.67,75.05,130.29,2.37
2025-11-30 14:00,5,307.21,0.12,1.56,156.51,12.95,75.68,129.64,2.23
2025-11-30 15:00,5,306.57,0.09,1.53,161.18,13.24,75.93,128.14,2.1
2025-11-30 16:00,5,305.8,0.07,1.63,164.24,13.37,75.68,125.98,1.99
2025-11-30 17:00,4,304.39,0.02,1.79,164.97,13.38,74.66,122.88,1.89
2025-11-30 18:00,4,302.35,0,1.77,164.77,13.27,73.4,119.59,1.8
2025-11-30 19:00,4,298.41,0,1.4,163.52,13.05,71.99,116.37,1.69
2025-11-30 20:00,4,292.38,0,1.14,161.9,12.65,70.47,113.28,1.56
2025-11-30 21:00,4,284.68,0,0.96,159.93,12.14,68.95,110.48,1.42
2025-11-30 22:00,4,276.13,0,0.84,157.54,11.55,67.45,108.03,1.28
2025-11-30 23:00,4,266.28,0,0.74,154.84,10.83,65.79,105.59,1.13
2025-12-01 00:00,4,255.94,0,0.66,151.73,10.03,63.95,103.06,1
2025-12-01 01:00,4,244.69,0,0.57,148.35,9.17,61.86,100.37,0.89
2025-12-01 02:00,4,233.2,0,0.5,144.82,8.26,59.43,97.35,0.79
2025-12-01 03:00,4,221.23,0,0.42,140.86,7.31,56.56,93.79,0.71
2025-12-01 04:00,4,208.77,0,0.34,136.63,6.3,53.2,89.73,0.63
2025-12-01 05:00,3,196.42,0,0.27,132.39,5.27,49.4,85.11,0.55
2025-12-01 06:00,3,184.57,0,0.22,128.17,4.31,45.32,80.23,0.47
2025-12-01 07:00,3,174.47,0,0.18,124.41,3.5,41.76,76.43,0.4
2025-12-01 08:00,3,166.85,0,0.19,121.38,2.83,39.07,74.45,0.34
2025-12-01 09:00,3,161.61,0.01,0.2,118.2,2.34,37.24,73.74,0.29
2025-12-01 10:00,3,158.69,0.01,0.17,115.96,1.97,36.17,74.04,0.26
2025-12-01 11:00,3,156.67,0.02,0.14,113.64,1.65,35.52,74.91,0.24
2025-12-01 12:00,3,155.22,0.01,0.12,111.14,1.36,35.01,76.1,0.23
2025-12-01 13:00,3,153.94,0.01,0.11,108.51,1.1,34.55,77.37,0.22
2025-12-01 14:00,3,152.48,0.01,0.1,106.24,0.9,34.09,78.36,0.21
2025-12-01 15:00,3,151.73,0.01,0.11,104.62,0.72,33.57,79.29,0.19
2025-12-01 16:00,3,150.49,0.01,0.12,103.26,0.58,32.76,79.45,0.18
2025-12-01 17:00,3,148.36,0.01,0.15,102.64,0.48,31.63,78.13,0.16
2025-12-01 18:00,3,146.24,0,0.17,102.92,0.41,30.3,75.64,0.13
2025-12-01 19:00,3,144.41,0,0.18,103.33,0.37,28.95,72.68,0.1
2025-12-01 20:00,3,141.87,0,0.18,104.37,0.36,27.33,68.45,0.07
2025-12-01 21:00,3,138.94,0,0.18,105.8,0.37,25.54,63.37,0.04
2025-12-01 22:00,3,136.58,0,0.18,107.74,0.42,23.99,58.58,0.02
2025-12-01 23:00,3,134.37,0,0.19,110.12,0.51,22.7,54.48,0.01
2025-12-02 00:00,3,132.67,0,0.2,112.63,0.62,21.83,51.61,0
2025-12-02 01:00,3,131.42,0,0.21,115.24,0.77,21.5,50.49,0
2025-12-02 02:00,3,130.41,0,0.23,117.44,0.95,21.59,50.82,0
2025-12-02 03:00,3,129.58,0,0.27,119.89,1.16,21.82,51.99,0
2025-12-02 04:00,3,128.3,0,0.3,121.03,1.34,21.61,52.12,0
2025-12-02 05:00,3,127.66,0,0.34,120.95,1.46,20.94,50.94,0
2025-12-02 06:00,3,130.29,0,0.41,120.37,1.57,20.47,50.12,0
2025-12-02 07:00,3,136.65,0,0.53,119.24,1.74,20.47,50.76,0.07
2025-12-02 08:00,3,145.16,0.01,0.81,117.9,2.02,20.88,52.75,0.14
2025-12-02 09:00,3,154.45,0.06,1.09,115.95,2.45,21.55,55.33,0.22
2025-12-02 10:00,3,169.07,0.15,1.33,115.34,3.25,23.03,59.55,0.31
2025-12-02 11:00,3,188.96,0.21,1.54,117.1,4.52,25.64,65.32,0.38
2025-12-02 12:00,3,209.01,0.2,1.54,122.11,6.05,29.61,72.08,0.43
2025-12-02 13:00,3,229.94,0.16,1.37,130.21,7.52,35.03,79.59,0.46
2025-12-02 14:00,3,250.01,0.13,1.21,138.35,8.83,40.75,86.31,0.44
2025-12-02 15:00,4,259.47,0.1,1.14,144.77,9.81,44.21,89.3,0.36
2025-12-02 16:00,4,259.69,0.08,1.18,148.21,10.48,45.05,88.8,0.24
2025-12-02 17:00,4,256.32,0.04,1.35,148.8,11,44.32,86.23,0.12
2025-12-02 18:00,4,252.26,0,1.46,147.82,11.43,42.93,83.02,0.06
2025-12-02 19:00,4,250.1,0,1.25,145.99,11.71,41.94,80.68,0.06
2025-12-02 20:00,4,245.58,0,1.05,144.16,11.7,40.9,78.2,0.05
2025-12-02 21:00,4,241.61,0,0.95,141.83,11.52,39.8,75.67,0.05
2025-12-02 22:00,4,244.39,0,1.02,140.01,11.84,39.53,74.97,0.11
2025-12-02 23:00,3,255.7,0,1.21,139.02,12.94,40.43,77.03,0.24
2025-12-03 00:00,3,256.2,0,1.34,138.08,13.92,41.17,80.28,0.33
2025-12-03 01:00,3,266.1,0,1.51,137.61,14.78,44.13,87.93,0.43
2025-12-03 02:00,4,287.35,0,1.68,137.24,15.94,49.74,100.39,0.55
2025-12-03 03:00,4,309.31,0,1.82,135.78,16.57,56.39,115.21,0.73
2025-12-03 04:00,4,327.41,0,1.93,133.12,16.36,63.21,130.61,0.91
2025-12-03 05:00,4,330.86,0,1.84,130.32,15.22,68.94,143.55,0.98
2025-12-03 06:00,4,321.87,0,1.68,128.24,13.45,72.95,153.02,0.93
2025-12-03 07:00,4,308.16,0,1.54,126.91,11.63,74.49,157.05,0.8
2025-12-03 08:00,4,292.14,0.01,1.72,126.59,10.11,73.32,155.13,0.69
2025-12-03 09:00,4,268.45,0.08,1.85,127.8,8.64,68.37,144.28,0.57
2025-12-03 10:00,4,255.48,0.15,1.74,129.98,7.62,64.33,136.39,0.56
2025-12-03 11:00,4,249.99,0.17,1.61,133.7,7.09,61.49,132.16,0.64
2025-12-03 12:00,4,245.82,0.16,1.4,138.66,6.83,59.41,129.39,0.67
2025-12-03 13:00,4,240.95,0.13,1.16,143.31,6.56,57.96,127.12,0.65
2025-12-03 14:00,4,236.4,0.11,1.01,147.04,6.31,56.82,124.87,0.61
2025-12-03 15:00,4,229.01,0.09,0.97,149.44,6.04,54.55,118.65,0.53
2025-12-03 16:00,4,219.44,0.07,1.02,149.34,5.73,50.96,109.49,0.42
2025-12-03 17:00,4,213.99,0.04,1.22,148.02,5.66,48.58,104.34,0.37
2025-12-03 18:00,4,212.48,0,1.43,146.7,5.85,47.49,103.07,0.34
2025-12-03 19:00,4,214.97,0,1.4,144.77,6.25,47.69,105.28,0.35
2025-12-03 20:00,4,220.18,0,1.43,143.15,6.78,49.09,110.38,0.36
2025-12-03 21:00,4,227.82,0,1.55,141.21,7.38,51.48,118.11,0.38
2025-12-03 22:00,4,235.94,0,1.68,139.05,8.02,54.25,127.07,0.42
2025-12-03 23:00,4,242.52,0,1.76,136.43,8.6,56.92,135.96,0.46
2025-12-04 00:00,4,253.94,0,1.95,132.97,9.31,60.36,146.41,0.56
2025-12-04 01:00,4,271.65,0,2.18,129.27,10.16,65.09,159.64,0.69
2025-12-04 02:00,4,279.88,0,2.19,126.44,10.61,68.75,169.89,0.75
2025-12-04 03:00,4,274.58,0,2.03,124.6,10.58,69.55,172.18,0.7
2025-12-04 04:00,4,263.47,0,1.83,124.6,10.3,68.79,170.16,0.61
2025-12-04 05:00,4,252.47,0,1.64,125.26,9.96,68.2,168.8,0.52
2025-12-04 06:00,4,255.97,0,1.57,125.18,9.96,71.63,178.23,0.54
2025-12-04 07:00,5,269.87,0,1.58,125.14,10.14,77.8,194.86,0.65
2025-12-04 08:00,5,279.01,0.01,1.95,126.12,10.07,82.2,207.13,0.74
2025-12-04 09:00,5,288.48,0.08,2.43,127.33,10.01,86.01,216.84,0.83
2025-12-04 10:00,5,302.16,0.19,2.54,129.7,10.09,90.36,225.19,0.92
2025-12-04 11:00,5,313.63,0.24,2.39,134.44,10.18,93.79,228.04,0.94
2025-12-04 12:00,5,320.63,0.22,2.08,140.19,10.36,96.22,226.9,0.88
2025-12-04 13:00,5,325.59,0.18,1.8,147.13,10.69,98.24,224.59,0.79
2025-12-04 14:00,5,325.52,0.15,1.6,153.49,11.02,98.84,219.36,0.68
2025-12-04 15:00,5,321.05,0.12,1.53,159.12,11.28,97.44,211.39,0.55
2025-12-04 16:00,5,306.82,0.09,1.59,161.27,11.23,92.14,196.29,0.4
2025-12-04 17:00,5,291.09,0.05,1.82,160.5,11.03,85.31,179.35,0.29
2025-12-04 18:00,4,264.19,0,1.76,156.38,10.15,74.95,155.35,0.16
2025-12-04 19:00,4,244.14,0,1.42,151.66,9.49,65.88,134.97,0.1
2025-12-04 20:00,4,237.88,0,1.33,148.67,9.53,61.23,125.26,0.11
2025-12-04 21:00,4,235.61,0,1.36,146.29,9.69,57.97,118.67,0.15
2025-12-04 22:00,4,237.62,0,1.39,143.79,9.92,56.64,116.59,0.19
2025-12-04 23:00,4,241.76,0,1.41,142,10.18,56.51,117.14,0.22
2025-12-05 00:00,4,250.9,0,1.53,139.44,10.61,57.57,120.36,0.3
2025-12-05 01:00,4,267.58,0,1.74,136.5,11.27,60.09,127.08,0.44
2025-12-05 02:00,4,281.37,0,1.88,132.94,11.77,62.51,133.22,0.56
2025-12-05 03:00,4,288.36,0,1.92,129.7,12.07,63.88,136.9,0.64
2025-12-05 04:00,4,290.09,0,1.89,127.13,12.15,64.4,138.28,0.65
2025-12-05 05:00,4,287.06,0,1.78,125.37,11.97,64.19,137.62,0.63
2025-12-05 06:00,4,280.09,0,1.66,124.12,11.6,63.31,135.02,0.57
2025-12-05 07:00,4,272.76,0,1.54,123.44,11.22,62.11,131.34,0.52
2025-12-05 08:00,4,266.19,0.01,1.82,123.51,10.89,60.78,127.01,0.49
2025-12-05 09:00,4,260.66,0.09,2.14,124.14,10.52,59.65,122.76,0.46
2025-12-05 10:00,4,256.88,0.19,2.15,126.85,10.16,59.09,119.13,0.41
2025-12-05 11:00,4,255.12,0.23,1.99,131.4,9.88,59.43,117.11,0.36
2025-12-05 12:00,4,254.05,0.2,1.71,137.05,9.71,60.48,116.41,0.28
2025-12-05 13:00,4,254.06,0.16,1.45,142.66,9.7,62.38,117.7,0.25
2025-12-05 14:00,4,253.48,0.13,1.26,147.59,9.77,64.3,119.49,0.2
2025-12-05 15:00,4,251.68,0.1,1.17,151.3,9.94,65.71,119.93,0.12
2025-12-05 16:00,4,255.2,0.08,1.27,154.16,10.28,67.36,121.19,0.1
2025-12-05 17:00,4,257.59,0.04,1.46,155.13,10.63,68.31,121.03,0.08
2025-12-05 18:00,4,259.44,0,1.59,155.3,11.16,68.9,121.29,0.06
2025-12-05 19:00,4,261.65,0,1.38,154.94,11.88,69,121.5,0.05
2025-12-05 20:00,4,264.87,0,1.26,154.57,12.77,68.62,120.86,0.06
2025-12-05 21:00,4,278.68,0,1.48,153.5,13.8,68.5,121.06,0.13
2025-12-05 22:00,4,315.46,0,2.2,151.24,15.1,69.87,125.16,0.29
2025-12-05 23:00,4,362.4,0,2.99,147.8,16.4,73.4,135.49,0.41
2025-12-06 00:00,5,388.48,0,3.23,144.47,16.3,79.78,151.81,0.31
2025-12-06 01:00,5,412.38,0,3.25,140.34,15.28,87,169.6,0.29
2025-12-06 02:00,5,422.12,0,2.97,135.85,13.91,93.44,185.11,0.26
2025-12-06 03:00,5,410.71,0,2.5,132.32,12.4,97.17,193.47,0.18
2025-12-06 04:00,5,390.38,0,2.07,129.96,11,97.98,194.33,0.11
2025-12-06 05:00,5,368.58,0,1.72,128.71,9.78,97.3,191.21,0.06
2025-12-06 06:00,5,355.42,0,1.52,126.06,8.79,96.61,190.69,0.01
2025-12-06 07:00,5,349.57,0,1.45,123.12,8,96.4,194.58,0
2025-12-06 08:00,5,341.09,0,1.62,122.78,7.3,95.84,198.61,0
2025-12-06 09:00,5,330.55,0.03,2.08,123.79,6.66,95.71,206.43,0
2025-12-06 10:00,5,321.57,0.1,2.26,126.39,6.15,97.08,220.48,0
2025-12-06 11:00,5,314.97,0.15,2.15,130.73,5.78,99.59,234.5,0
2025-12-06 12:00,5,307.53,0.15,1.77,136.15,5.51,101.4,239.94,0
2025-12-06 13:00,5,302.13,0.13,1.43,141.56,5.43,102.47,238.1,0
2025-12-06 14:00,5,297.22,0.11,1.25,146.04,5.5,102.31,230.65,0
2025-12-06 15:00,5,283.9,0.08,1.06,150.37,5.26,96.52,203.32,0
2025-12-06 16:00,5,279.22,0.06,1.11,151.96,5.17,92.76,185.99,0
2025-12-06 17:00,5,279.55,0.03,1.33,152.68,5.34,90.9,177.94,0
2025-12-06 18:00,5,282.81,0,1.52,153.29,5.7,89.83,173.09,0
2025-12-06 19:00,5,286.87,0,1.45,152.93,6.1,88.82,169.48,0
2025-12-06 20:00,5,291.88,0,1.4,151.71,6.5,88.02,167,0
2025-12-06 21:00,5,300.56,0,1.49,150.85,6.97,87.63,162.99,0
2025-12-06 22:00,5,313.03,0,1.67,148.11,7.38,88.5,165.51,0.06
2025-12-06 23:00,5,322.32,0,1.75,144.5,7.68,89.67,171.94,0.16
2025-12-07 00:00,5,328.12,0,1.77,140.42,7.95,90.8,178.9,0.22
2025-12-07 01:00,5,333.89,0,1.75,135.96,8.1,92.41,187.68,0.24
2025-12-07 02:00,5,338.96,0,1.66,131.38,7.95,93.75,194.22,0.23
2025-12-07 03:00,5,340.66,0,1.54,127.65,7.58,94.31,197.18,0.19
2025-12-07 04:00,5,340.77,0,1.43,126.1,7.16,94.66,198.46,0.16
2025-12-07 05:00,5,340.03,0,1.34,125.62,6.71,94.99,199.99,0.13
2025-12-07 06:00,5,339.43,0,1.28,125.14,6.28,95.54,203.81,0.12
2025-12-07 07:00,5,340.76,0,1.26,123.54,5.86,97.03,212.15,0.13
2025-12-07 08:00,5,342.32,0,1.45,122.51,5.53,99.09,222.85,0.15
2025-12-07 09:00,5,342.7,0.05,1.8,121.94,5.24,101.5,234.83,0.19
2025-12-07 10:00,5,343.57,0.14,1.86,124.01,5.05,104.59,246.62,0.21
2025-12-07 11:00,5,345.4,0.17,1.76,129.3,5,108.2,256.11,0.2
2025-12-07 12:00,5,347.73,0.17,1.57,135.8,5.1,112.27,263.85,0.18
2025-12-07 13:00,5,353.54,0.14,1.41,142.3,5.37,117.51,271.85,0.16
2025-12-07 14:00,5,358.97,0.12,1.36,149.34,5.82,121.15,273.82,0.14
2025-12-07 15:00,5,363.53,0.11,1.42,156.51,6.42,122.87,270.38,0.12
2025-12-07 16:00,5,365.9,0.08,1.6,162.08,7.07,122.21,261.86,0.1
2025-12-07 17:00,5,365.65,0.04,1.89,165.44,7.71,119.96,250.74,0.07
2025-12-07 18:00,5,365.97,0,2.05,167.15,8.36,116.65,237.96,0.02
2025-12-07 19:00,5,363.18,0,1.71,167.02,8.86,112.16,223.71,0
2025-12-07 20:00,5,352.59,0,1.4,165.67,9.12,105.73,206.63,0
2025-12-07 21:00,5,333.41,0,1.17,162.68,8.93,97.26,185.94,0
2025-12-07 22:00,5,311.18,0,1.01,158.09,8.51,88.53,166.12,0
2025-12-07 23:00,5,291.41,0,0.94,152.95,8.07,80.41,149.71,0
2025-12-08 00:00,4,272,0,1.11,146.89,8.58,71.72,134.59,0
2025-12-08 01:00,4,275.9,0,1.48,141.45,9.29,67.95,129.93,0.01
2025-12-08 02:00,4,298.34,0,1.92,136.62,10.07,68.97,134.97,0.05
2025-12-08 03:00,4,316.24,0,2.18,133.42,10.96,71.27,142.77,0.1
2025-12-08 04:00,4,337.36,0,2.38,129.45,11.29,74.75,151.86,0.13
2025-12-08 05:00,5,355.82,0,2.47,126.15,11.4,78.77,160.96,0.15
2025-12-08 06:00,5,376.92,0,2.52,123,11.44,84.6,172.32,0.17
2025-12-08 07:00,5,404.5,0,2.57,120.31,11.53,92.62,186.71,0.17
2025-12-08 08:00,5,417.89,0.01,2.93,118.94,11.73,98.31,195.14,0.16
2025-12-08 09:00,5,415.06,0.13,3.59,119.72,11.9,101.24,197.01,0.13
2025-12-08 10:00,5,402.36,0.29,3.57,124.8,11.89,102.61,194.73,0.1
2025-12-08 11:00,5,386.29,0.34,3.23,133.52,11.6,103.67,191.53,0.05
2025-12-08 12:00,5,373.75,0.29,2.7,143.53,11.26,106.01,191.95,0
2025-12-08 13:00,5,372.39,0.23,2.27,153.3,11.17,111.02,197.95,0
2025-12-08 14:00,5,374.98,0.19,2.05,162.29,11.16,115.94,203.86,0
2025-12-08 15:00,5,388.08,0.16,2.1,170.71,11.34,120.74,209.09,0
2025-12-08 16:00,5,411.43,0.13,2.45,178.42,11.7,125.31,212.64,0
2025-12-08 17:00,5,433.07,0.07,3.07,183.11,12.3,127.33,212.38,0
2025-12-08 18:00,5,453.74,0.01,3.54,185.08,13.11,127.52,209.82,0
2025-12-08 19:00,5,472.38,0,3.12,183.7,13.98,126.55,205.59,0
2025-12-08 20:00,5,489.82,0,3,180.13,14.8,124.92,201.01,0
2025-12-08 21:00,5,515.92,0,3.4,173.1,15.4,123.74,198.61,0.06
2025-12-08 22:00,5,538.56,0,3.93,162.26,15.33,122.57,198.62,0.15
2025-12-08 23:00,5,538.4,0,4.14,149.64,14.57,120.32,199.31,0.2
2025-12-09 00:00,5,512.36,0,3.94,138.72,13.57,117.23,199.2,0.2
2025-12-09 01:00,5,482.39,0,3.56,130,12.51,114.07,197.54,0.18
2025-12-09 02:00,5,452.14,0,3.16,123.36,11.55,110.48,193.75,0.16
2025-12-09 03:00,5,424.94,0,2.77,118.44,10.66,106.53,188.08,0.15
2025-12-09 04:00,5,405.8,0,2.49,115.37,9.95,103.13,182.52,0.15
2025-12-09 05:00,5,389.49,0,2.28,113.12,9.32,99.25,175.89,0.19
2025-12-09 06:00,5,375.72,0,2.13,111.57,8.78,94.98,168.86,0.24
2025-12-09 07:00,5,368.29,0,2.04,110.01,8.31,91.45,163.57,0.29
2025-12-09 08:00,5,363.13,0.01,2.26,108.7,7.94,88.42,160.21,0.33
2025-12-09 09:00,5,355.91,0.13,2.75,108.37,7.65,85.54,158.13,0.36
2025-12-09 10:00,5,346.9,0.28,2.87,112.26,7.71,82.72,156.82,0.38
2025-12-09 11:00,5,335.38,0.34,2.79,120.22,8.19,80.25,156.1,0.39
2025-12-09 12:00,5,323.15,0.31,2.51,131.02,9.05,78.43,155.25,0.37
2025-12-09 13:00,5,315.2,0.26,2.27,141.71,10.14,77.92,155.04,0.34
2025-12-09 14:00,5,311.31,0.22,2.19,152.42,11.7,78.04,155.09,0.28
2025-12-09 15:00,5,309.86,0.19,2.27,162.42,13.64,77.68,153.52,0.22
2025-12-09 16:00,5,310.26,0.16,2.53,168.71,15.39,76.42,149.88,0.15
2025-12-09 17:00,4,307.38,0.09,3.02,170.66,17.16,73.64,144.27,0.08
2025-12-09 18:00,4,307.75,0.01,3.46,168.56,18.64,70.68,138.7,0.03
2025-12-09 19:00,4,308.15,0,2.9,164.2,19.42,67.69,132.95,0
2025-12-09 20:00,4,298.68,0,2.32,158.32,19.73,63.54,125.27,0
2025-12-09 21:00,4,285.04,0,1.9,152.17,19.54,59.4,117.58,0
2025-12-09 22:00,4,275.97,0,1.66,146.12,18.96,56.27,110.97,0
2025-12-09 23:00,4,277.95,0,1.65,140.47,18.34,53.94,105.49,0
2025-12-10 00:00,4,295.89,0,1.8,135.02,17.89,52.68,102.07,0.02
2025-12-10 01:00,4,323.73,0,2.04,129.86,17.64,52.16,101.06,0.12
2025-12-10 02:00,4,354.54,0,2.27,125.41,17.47,52.6,103.15,0.26
2025-12-10 03:00,4,373.6,0,2.35,122.07,17.15,53.74,107.18,0.37
2025-12-10 04:00,4,394.17,0,2.39,119.3,16.44,55.79,112.66,0.51
2025-12-10 05:00,4,420.27,0,2.46,116.55,15.67,59,120.1,0.65
2025-12-10 06:00,4,445.53,0,2.58,114.01,14.84,63.38,128.79,0.74
2025-12-10 07:00,4,471.13,0,2.71,111.51,14.1,68.88,138.25,0.8
2025-12-10 08:00,4,492.01,0.01,3.06,109.74,13.61,74.91,147.98,0.83
2025-12-10 09:00,5,507.78,0.16,3.68,110.44,13.5,82.16,159.13,0.86
2025-12-10 10:00,5,510.96,0.33,3.65,115.75,13.11,89.25,168.52,0.83
2025-12-10 11:00,5,500,0.33,3.18,124.9,12.52,95.5,174.52,0.76
2025-12-10 12:00,5,476.58,0.24,2.38,136.1,12.01,100.06,176.74,0.68
2025-12-10 13:00,5,454.43,0.16,1.74,146,11.64,103.14,176.48,0.61
2025-12-10 14:00,5,435.17,0.12,1.39,153.7,11.46,104.58,174.23,0.59
2025-12-10 15:00,5,415.81,0.09,1.25,160.71,11.37,103.47,168.34,0.55
2025-12-10 16:00,5,406.66,0.07,1.28,165.72,11.36,102.69,163.75,0.43
2025-12-10 17:00,5,398.95,0.04,1.42,168.33,11.39,100.49,157.88,0.3
2025-12-10 18:00,5,389.5,0,1.44,169.07,11.46,96.88,150.19,0.19
2025-12-10 19:00,5,381.02,0,1.15,168.55,11.45,92.94,142.18,0.11
2025-12-10 20:00,5,369.44,0,0.97,166.6,11.3,88.06,132.9,0.04
2025-12-10 21:00,5,353.77,0,0.85,163.31,10.91,82.65,122.8,0
2025-12-10 22:00,5,339,0,0.77,159.74,10.38,77.55,113.49,0
2025-12-10 23:00,4,321.72,0,0.7,155.81,9.73,72.25,104.14,0
2025-12-11 00:00,4,302.66,0,0.62,151.5,8.99,66.98,95.09,0
2025-12-11 01:00,4,282.65,0,0.55,147.12,8.18,61.64,86.22,0
2025-12-11 02:00,4,259.96,0,0.48,142.89,7.3,56.08,77.24,0
2025-12-11 03:00,4,236.18,0,0.41,138.53,6.41,50.26,68.14,0
2025-12-11 04:00,3,216.08,0,0.35,134.15,5.6,45.36,60.75,0
2025-12-11 05:00,3,199.4,0,0.3,130.26,4.88,41.35,54.87,0
2025-12-11 06:00,3,184.55,0,0.25,126.87,4.25,37.9,49.93,0
2025-12-11 07:00,3,172.71,0,0.22,123.71,3.74,35,45.85,0
2025-12-11 08:00,3,162.76,0,0.22,121.3,3.33,32.53,42.25,0
2025-12-11 09:00,3,153.89,0.01,0.22,119.38,2.99,30.25,38.76,0
2025-12-11 10:00,3,147.01,0.02,0.17,117.76,2.65,28.49,36.14,0
2025-12-11 11:00,3,140.49,0.01,0.13,115.94,2.31,26.98,33.96,0
2025-12-11 12:00,3,134.34,0.01,0.1,113.92,2,25.46,31.78,0
2025-12-11 13:00,3,128.55,0.01,0.08,111.82,1.71,23.93,29.66,0
2025-12-11 14:00,3,123.12,0.01,0.07,110.08,1.49,22.54,27.77,0
2025-12-11 15:00,3,118.27,0.01,0.07,109.23,1.31,21.09,25.87,0
2025-12-11 16:00,3,113.47,0.01,0.07,108.1,1.17,19.63,24.05,0
2025-12-11 17:00,3,109.66,0,0.08,107.1,1.05,18.4,22.57,0
2025-12-11 18:00,3,106.64,0,0.09,106.27,0.94,17.34,21.35,0
2025-12-11 19:00,3,103.78,0,0.08,105.37,0.84,16.29,20.18,0
2025-12-11 20:00,3,101.16,0,0.07,104.51,0.73,15.29,19.07,0
2025-12-11 21:00,3,98.94,0,0.06,103.38,0.63,14.38,18.05,0
2025-12-11 22:00,3,97.55,0,0.06,101.99,0.54,13.77,17.33,0
2025-12-11 23:00,3,96.72,0,0.05,100.77,0.47,13.29,16.78,0
2025-12-12 00:00,2,95.81,0,0.05,99.8,0.42,12.91,16.34,0
2025-12-12 01:00,2,95.1,0,0.04,99.24,0.38,12.61,15.98,0
2025-12-12 02:00,2,94.73,0,0.04,98.87,0.35,12.35,15.66,0
2025-12-12 03:00,2,94.17,0,0.04,98.47,0.32,12.08,15.33,0
2025-12-12 04:00,2,93.76,0,0.04,98.02,0.29,11.84,15.11,0
2025-12-12 05:00,2,93.5,0,0.04,97.65,0.26,11.7,15.11,0
2025-12-12 06:00,2,93.13,0,0.04,97.77,0.23,11.63,15.32,0
2025-12-12 07:00,2,93,0,0.03,98.24,0.21,11.64,15.66,0
2025-12-12 08:00,2,92.86,0,0.04,98.73,0.19,11.76,16.16,0
2025-12-12 09:00,2,92.51,0,0.05,99.07,0.18,11.84,16.53,0
2025-12-12 10:00,2,92.33,0,0.04,99.02,0.17,11.95,16.89,0
2025-12-12 11:00,2,92.29,0,0.03,98.32,0.16,12.1,17.23,0
2025-12-12 12:00,2,91.88,0,0.03,96.95,0.15,12.21,17.46,0
2025-12-12 13:00,2,91.32,0,0.02,95.43,0.14,12.31,17.69,0
2025-12-12 14:00,2,90.8,0,0.02,93.84,0.13,12.42,17.96,0
2025-12-12 15:00,2,90.81,0,0.03,93.1,0.12,12.54,18.22,0
2025-12-12 16:00,2,90.44,0,0.03,92.7,0.11,12.5,18.23,0
2025-12-12 17:00,2,90.11,0,0.03,92.58,0.11,12.35,18.04,0
2025-12-12 18:00,2,90,0,0.04,93,0.1,12.13,17.72,0
2025-12-12 19:00,2,89.85,0,0.04,93.36,0.1,11.91,17.45,0
2025-12-12 20:00,2,89.61,0,0.04,93.63,0.1,11.69,17.13,0
2025-12-12 21:00,2,89.2,0,0.04,93.82,0.09,11.41,16.71,0
2025-12-12 22:00,2,89.01,0,0.04,94.13,0.09,11.16,16.3,0
2025-12-12 23:00,2,88.85,0,0.04,94.53,0.09,10.96,15.96,0
2025-12-13 00:00,2,88.47,0,0.04,94.79,0.09,10.81,15.65,0
2025-12-13 01:00,2,88.31,0,0.04,94.94,0.09,10.69,15.37,0
2025-12-13 02:00,2,88.16,0,0.03,95.24,0.09,10.55,15.04,0
2025-12-13 03:00,2,87.95,0,0.03,95.57,0.09,10.36,14.65,0
2025-12-13 04:00,2,87.89,0,0.03,95.96,0.09,10.18,14.27,0
2025-12-13 05:00,2,87.74,0,0.03,96.13,0.09,10.07,14.04,0
2025-12-13 06:00,2,87.95,0,0.03,96.3,0.09,10.06,13.99,0
2025-12-13 07:00,2,88.14,0,0.03,96.6,0.1,10.1,13.99,0
2025-12-13 08:00,2,88.44,0,0.04,96.75,0.1,10.17,13.99,0
2025-12-13 09:00,2,88.38,0,0.05,96.53,0.1,10.17,13.9,0
